sample_name,data_issues,fasta_file,possible_summer,mortality,mortality_code,anonymized_name,capture_timestamp,capture_group,capture_season,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_biome_description,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_common_name,host_life_stage,host_scientific_name,host_subject_id,fecal_at capture,host_taxid,host_weight,host_weight_units,latitude,longitude,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,taxon_id,serum_label,btv,ehd,study_area,i_80,capture_kit,adj_age,cor_age_calc,cor_age,cor_age_y_m_o,age_percentiles,age_by2,age_by1,age_y_m_o,body_weight,weight_percentiles,weight_5kg,weight_1kg,ss_ligament,lumbar_vert,sacrum,base_of_tail,caudal_vert,max.,b_femoris,l_dorsi,title
12842.13.094,n,N,.,capture-related mortality,1,13.094,41589,2013_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,13.094,N,9891,48.56,kg,41.28935375,-107.5658868,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-094 RDP,Positive,N,Bitter Creek ,South,13-094,4,5.153,5.153,m,2,2,4,m,48.56,2,2,48,1.25,3.5,4,2,1.5,0,14,39,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.096,n,Y,.,non-capture-related morttality,2,13.096,41588,2013_N,November,pronghorn feces,TRUE,2010.72,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Orange08,N,9891,50.96,kg,41.34868961,-107.6827135,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-096 RDP,N,N,Baggs,South,13-096,4,5.153,5.153,m,2,2,4,m,50.96,3,3,50,1,3.5,3.5,3,3,0,14,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.097,n,Y,6/8/14 no notes,alive,3,13.097,41590,2013_N,November,pronghorn feces,TRUE,2074.33,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3.5,years,pronghorn,adult,Antilocapra americana,Orange18,Y,9891,54.26,kg,41.51070171,-107.8259169,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-097 RDP,N,N,Bitter Creek ,South,13-097,3.5,4.76,4.76,m,1,2,3,y,54.26,4,3,54,0.75,4,3.5,2.5,2.5,0,13,40,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.098,n,Y,.,alive,3,13.098,41588,2013_N,November,pronghorn feces,TRUE,2008.82,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6,years,pronghorn,adult,Antilocapra americana,White04,Y,9891,49.96,kg,41.25551067,-107.6187366,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-098 RDP,N,N,Baggs,South,13-098,6,6.725,6.725,m,3,3,6,m,49.96,3,2,49,1,4,3,3,2.5,0,13,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.1,n,Y,.,alive,3,13.1,41592,2013_N,November,pronghorn feces,TRUE,2142.7,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,8,years,pronghorn,adult,Antilocapra americana,White22,Y,9891,NR,kg,42.10638707,-108.6973984,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-100 RDP,N,N,Red desert,North,13-100,8,8.297,8.297,o,4,4,8,o,NR,NR,NR,NR,1.5,3,2.5,1.25,1.25,0,12,31,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.101,n,Y,.,alive,3,13.101,41590,2013_N,November,pronghorn feces,TRUE,2104.28,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5.5,years,pronghorn,adult,Antilocapra americana,Orange23,Y,9891,56.16,kg,41.67180451,-107.8620181,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-101 RDP,N,N,Bitter Creek ,South,13-101,5.5,6.332,6.332,m,3,3,5,m,56.16,4,4,56,1,4,4,3,3,0,11,45,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.102,n,Y,8/3/14 hers,alive,3,13.102,41590,2013_N,November,pronghorn feces,TRUE,2109.23,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,2.5,years,pronghorn,adult,Antilocapra americana,White19,Y,9891,46.46,kg,41.55456538,-107.8199401,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-102 RDP,N,N,Bitter Creek ,South,13-102,2.5,3.974,3.974,y,1,2,2,y,46.46,1,2,46,1.25,3,3.5,1.75,1.75,0,11,34,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.103,y,Y,.,alive,3,13.103,41591,2013_N,November,pronghorn feces,TRUE,2126.42,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5,years,pronghorn,adult,Antilocapra americana,White02,N,9891,48.86,kg,42.18119042,-108.6903466,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-103 RDP,N,N,Red desert,North,13-103 (blood tubes 13-080),5,5.939,5.939,m,3,3,5,m,48.86,2,2,48,0.5,4,4.5,3.5,3.5,1,12,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.104,n,Y,.,alive,3,13.104,41591,2013_N,November,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7.5,years,pronghorn,adult,Antilocapra americana,Green23,Y,9891,50.66,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-104 RDP,N,N,Red desert,North,13-104,7.5,7.904,7.904,m,4,4,7,m,50.66,3,3,50,1.25,3,2,1.5,1.5,0,12,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.105,n,Y,.,alive,3,13.105,41591,2013_N,November,pronghorn feces,TRUE,2194.13,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Orange02,Y,9891,50.66,kg,42.22896777,-108.7815764,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-105 RDP,N,N,Red desert,North,13-105,4,5.153,5.153,m,2,2,4,m,50.66,3,3,50,0,4,4,4,4,2,14,45,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.106,n,Y,.,alive,3,13.106,41588,2013_N,November,pronghorn feces,TRUE,2027.72,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5.5,years,pronghorn,adult,Antilocapra americana,Yellow12,N,9891,48.96,kg,41.31459343,-107.7239184,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-106 RDP,N,N,Baggs,South,13-106,5.5,6.332,6.332,m,3,3,5,m,48.96,2,2,48,0.5,4,3.5,3,3,2,15,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.108,n,Y,.,alive,3,13.108,41588,2013_N,November,pronghorn feces,TRUE,2016.16,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,2,years,pronghorn,adult,Antilocapra americana,White03,Y,9891,52.86,kg,41.25678535,-107.6236535,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-108 RDP,N,N,Baggs,South,13-108,2,3.581,3.581,y,1,1,2,y,52.86,4,3,52,1.25,6.5,3,2.5,2.5,0,14,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.109,n,N,6/18/14 no notes,non-capture-related morttality,2,13.109,41589,2013_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7,years,pronghorn,adult,Antilocapra americana,13.109,Y,9891,53.46,kg,41.25678535,-107.6236535,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-109 RDP,N,Positive,Bitter Creek ,South,13-109,7,7.511,7.511,m,4,4,7,m,53.46,4,3,53,0.75,4,4,2.5,2.5,0,13,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.111,n,Y,.,alive,3,13.111,41591,2013_N,November,pronghorn feces,TRUE,2115.65,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6+,years,pronghorn,adult,Antilocapra americana,Yellow08,Y,9891,46.46,kg,42.12802003,-108.6987997,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-111 RDP,N,N,Red desert,North,13-111,6,6.725,6.725,m,3,3,6,m,46.46,1,2,46,0,3,3.5,2.5,2.5,0,13,13,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.112,n,Y,.,alive,3,13.112,41588,2013_N,November,pronghorn feces,TRUE,2016.53,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5,years,pronghorn,adult,Antilocapra americana,Yellow04,Y,9891,48.26,kg,41.28109057,-107.6147354,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-112 RDP,Positive,Positive,Baggs,South,13-112,5,5.939,5.939,m,3,3,5,m,48.26,2,2,48,0.625,3.5,3.5,3,3,1,10,40,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.113,n,Y,.,alive,3,13.113,41592,2013_N,November,pronghorn feces,TRUE,2210.49,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Green08,Y,9891,46.46,kg,42.23735461,-108.7426678,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-113 RDP,N,N,Red desert,North,13-113,4,5.153,5.153,m,2,2,4,m,46.46,1,2,46,1,3.5,4,2.5,2.5,0,12,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.114,n,Y,.,non-capture-related morttality,2,13.114,41588,2013_N,November,pronghorn feces,TRUE,2032.79,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,NR,years,pronghorn,adult,Antilocapra americana,Orange09,N,9891,49.06,kg,41.27462098,-107.6605714,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-114 RDP,N,N,Baggs,South,13-114,NR,NR,NR,,NR,NR,NR,,49.06,2,2,49,1.25,2.5,3,2,2,0,12,34,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.115,n,Y,.,alive,3,13.115,41592,2013_N,November,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3.5,years,pronghorn,adult,Antilocapra americana,Purple05,Y,9891,48.26,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-115 RDP,N,N,Red desert,North,13-115,3.5,4.76,4.76,m,1,2,3,y,48.26,2,2,48,0,4,4.5,4.5,5,3,14,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.116,n,Y,.,unk,0,13.116,41591,2013_N,November,pronghorn feces,TRUE,2146.96,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,White25,N,9891,47.16,kg,42.11207081,-108.7050749,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-116 RDP,N,N,Red desert,North,13-116,4,5.153,5.153,m,2,2,4,m,47.16,2,2,47,0.25,4,4,3.5,3.5,3,12,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.117,n,Y,.,alive,3,13.117,41589,2013_N,November,pronghorn feces,TRUE,2023.07,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,2.5,years,pronghorn,adult,Antilocapra americana,White18,Y,9891,NR,kg,41.34628143,-107.6464683,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-117 RDP,N,N,Baggs,South,13-117,2.5,3.974,3.974,y,1,2,2,y,NR,NR,NR,NR,0.375,4,4.5,4.5,4,2,13,42,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.118,n,Y,.,non-capture-related morttality,2,13.118,41591,2013_N,November,pronghorn feces,TRUE,2168.11,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Orange22,Y,9891,48.46,kg,42.18980138,-108.7804246,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-118 RDP,N,N,Red desert,North,13-118,4,5.153,5.153,m,2,2,4,m,48.46,2,2,48,1,3.5,3.5,2.5,2.5,0,11,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.119,n,N,.,alive,3,13.119,41592,2013_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,1.5,years,pronghorn,adult,Antilocapra americana,13.119,Y,9891,44.96,kg,42.18980138,-108.7804246,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-119 RDP,N,N,Baggs,South,13-119,1.5,3.188,3.188,y,1,1,1,y,44.96,1,1,44,0.375,3,4,4,3.5,4,13,33,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.12,n,Y,.,unk,0,13.12,41592,2013_N,November,pronghorn feces,TRUE,2140.67,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7,years,pronghorn,adult,Antilocapra americana,White13,Y,9891,51.06,kg,42.17339095,-108.7317328,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-120 RDP,N,N,Red desert,North,13-120,7,7.511,7.511,m,4,4,7,m,51.06,3,3,51,0.25,4,4,3,3,2,12,44,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.121,n,Y,.,alive,3,13.121,41589,2013_N,November,pronghorn feces,TRUE,2062.41,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5.5,years,pronghorn,adult,Antilocapra americana,Yellow01,Y,9891,52.16,kg,41.43853631,-107.8123801,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-121 RDP,N,N,Bitter Creek ,South,13-121,5.5,6.332,6.332,m,3,3,5,m,52.16,4,3,52,0.25,4,4,4.5,4.5,3,13,31,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.123,n,Y,.,non-capture-related mortality ,2,13.123,41589,2013_N,November,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,2.5,years,pronghorn,adult,Antilocapra americana,Orange17,N,9891,45.06,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-123 RDP,N,N,Baggs,South,13-123,2.5,3.974,3.974,y,1,2,2,y,45.06,1,2,45,1.25,2,2,2,2,0,10,30,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.124,n,Y,.,non-capture-related mortality,2,13.124,41588,2013_N,November,pronghorn feces,TRUE,2121.67,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7.5,years,pronghorn,adult,Antilocapra americana,White08,Y,9891,52.06,kg,41.2986086,-107.5785151,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-124 RDP,N,N,Baggs,South,13-124,7.5,7.904,7.904,m,4,4,7,m,52.06,4,3,52,0.5,3.5,4,3.5,3.5,3,14,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.125,n,Y,.,alive,3,13.125,41588,2013_N,November,pronghorn feces,TRUE,1996.02,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6,years,pronghorn,adult,Antilocapra americana,White01,Y,9891,58.26,kg,41.33632261,-107.6584388,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-125 RDP,N,N,Baggs,South,13-125,6,6.725,6.725,m,3,3,6,m,58.26,4,4,58,0,4.5,5.5,5,4.5,7,14,43,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.126,n,Y,.,non-capture-related mortality,2,13.126,41591,2013_N,November,pronghorn feces,TRUE,2140.22,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5,years,pronghorn,adult,Antilocapra americana,Red19,Y,9891,50.96,kg,42.15834609,-108.7692102,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-126 RDP,Positive,N,Red desert,North,13-126,5,5.939,5.939,m,3,3,5,m,50.96,3,3,50,0,4,4,4,4,2,12,39,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.127,n,Y,.,non-capture-related mortality,2,13.127,41591,2013_N,November,pronghorn feces,TRUE,2181.89,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,8,years,pronghorn,adult,Antilocapra americana,Yellow10,Y,9891,49.26,kg,42.21873838,-108.7727293,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-127 RDP,N,N,Red desert,North,13-127,8,8.297,8.297,o,4,4,8,o,49.26,3,2,49,1,3.5,4,2,2,0,12,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.128,n,Y,.,non-capture-related mortality ,2,13.128,41588,2013_N,November,pronghorn feces,TRUE,2016.68,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5,years,pronghorn,adult,Antilocapra americana,Red21,N,9891,52.96,kg,41.22367127,-107.6311037,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-128 RDP,N,N,Baggs,South,13-128,5,5.939,5.939,m,3,3,5,m,52.96,4,3,52,0.75,3.5,4,3,3,1,13,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.129,y,N,.,non-capture-related mortality,2,13.129,41589,2013_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,NR,years,pronghorn,adult,Antilocapra americana,13.129,Y,9891,50.96,kg,41.22367127,-107.6311037,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-066 RDP,Positive,N,Bitter Creek ,South,13-129,NR,NR,NR,,NR,NR,NR,,50.96,3,3,50,1,3.5,3.5,2.5,2.5,0,12,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.13,n,Y,7/29/15 not hers,alive,3,13.13,41588,2013_N,November,pronghorn feces,TRUE,1998.61,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,1.5,years,pronghorn,adult,Antilocapra americana,Orange21,Y,9891,41.46,kg,41.3167016,-107.7505634,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-130 RDP,N,Positive,Baggs,South,13-130,1.5,3.188,3.188,y,1,1,1,y,41.46,1,1,41,0.625,3.5,3,3,3,1,13,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.131,n,Y,.,alive,3,13.131,41590,2013_N,November,pronghorn feces,TRUE,2130.93,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,2,years,pronghorn,adult,Antilocapra americana,Yellow03,Y,9891,50.96,kg,41.58754231,-107.805035,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-131 RDP,N,N,Bitter Creek ,South,13-131,2,3.581,3.581,y,1,1,2,y,50.96,3,3,50,0.5,4,4,4,4,2,12,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.132,n,Y,6/8/14 no notes,alive,3,13.132,41590,2013_N,November,pronghorn feces,TRUE,2073.58,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7,years,pronghorn,adult,Antilocapra americana,White14,Y,9891,47.46,kg,41.52901519,-107.8385328,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-132 RDP,Positive,N,Bitter Creek ,South,13-132,7,7.511,7.511,m,4,4,7,m,47.46,2,2,47,1,3.5,4,2,2,0,13,34,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.133,n,Y,.,alive,3,13.133,41589,2013_N,November,pronghorn feces,TRUE,1994.64,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3.5,years,pronghorn,adult,Antilocapra americana,Orange04,Y,9891,49.06,kg,41.33302672,-107.6715945,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-133 RDP,N,N,Baggs,South,13-133,3.5,4.76,4.76,m,1,2,3,y,49.06,2,2,49,0,4,4,5,4.5,6,11,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.134,n,Y,.,capture-related mortality,1,13.134,41588,2013_N,November,pronghorn feces,TRUE,2006.15,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5+,years,pronghorn,adult,Antilocapra americana,Orange20,Y,9891,43.96,kg,41.31613628,-107.7490118,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-134 RDP,N,N,Baggs,South,13-134,5,5.939,5.939,m,3,3,5,m,43.96,1,1,43,1,3,2.5,2.5,2.5,0,15,31,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.135,n,Y,.,non-capture-related mortality,2,13.135,41590,2013_N,November,pronghorn feces,TRUE,2103.04,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6.5,years,pronghorn,adult,Antilocapra americana,White06,Y,9891,47.86,kg,41.57975761,-107.8413384,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-135 RDP,N,N,Bitter Creek ,South,13-135,6.5,7.118,7.118,m,3,4,6,m,47.86,2,2,47,1,4,4,3.5,3,0,14,35,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.136,n,Y,6/8/14 hers,alive,3,13.136,41590,2013_N,November,pronghorn feces,TRUE,2151.34,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6,years,pronghorn,adult,Antilocapra americana,White12,Y,9891,46.46,kg,41.58597362,-107.797002,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-136 RDP,N,N,Bitter Creek ,South,13-136,6,6.725,6.725,m,3,3,6,m,46.46,1,2,46,1.25,1.5,1.5,1,1,0,11,31,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.137,n,Y,.,unk,0,13.137,41589,2013_N,November,pronghorn feces,TRUE,2039.4,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3.5,years,pronghorn,adult,Antilocapra americana,Red11,Y,9891,44.96,kg,41.39500097,-107.8225345,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-137 RDP,N,N,Bitter Creek ,South,13-137,3.5,4.76,4.76,m,1,2,3,y,44.96,1,1,44,0.75,4,4,3,3,1,13,34,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.138,n,Y,.,non-capture related mortality,2,13.138,41592,2013_N,November,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6,years,pronghorn,adult,Antilocapra americana,Purple17,Y,9891,47.96,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-138 RDP,N,N,Red desert,North,13-138,6,6.725,6.725,m,3,3,6,m,47.96,2,2,47,0.75,4,4,3,3,1,11,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.139,n,Y,.,alive,3,13.139,41590,2013_N,November,pronghorn feces,TRUE,2146.84,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,8.5,years,pronghorn,adult,Antilocapra americana,White21,Y,9891,49.66,kg,41.58296771,-107.7958094,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-139 RDP,Positive,N,Bitter Creek ,South,13-139,8.5,8.69,8.69,o,4,5,8,o,49.66,3,2,49,1.5,2,2.5,1,1,0,10,32,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.14,y,Y,7/29/15 hers,alive,3,13.14,41588,2013_N,November,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7.5,years,pronghorn,adult,Antilocapra americana,Purple08,Y,9891,50.96,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,13-140 RDP,N,N,Baggs,South,13-050 (whirlpack 13-140),7.5,7.904,7.904,m,4,4,7,m,50.96,3,3,50,0.625,3.5,3.5,3,3,1,13,42,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.004,n,Y,6/8/14 general area,alive,3,14.004,41688,2014_F,February,pronghorn feces,TRUE,2063.79,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5+,years,pronghorn,adult,Antilocapra americana,Yellow15,Y,9891,49.96,kg,41.53515602,-107.8631848,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-04 RDP,N,N,Bitter Creek ,South,14-004,5,5.939,5.939,m,3,3,5,m,49.96,3,2,49,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
