sample_name	fasta_file	possible_summer	mortality	mortality_code	anonymized_name	capture_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_biome_description	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_common_name	host_life_stage	host_scientific_name	host_subject_id	fecal_at capture	host_taxid	host_weight	host_weight_units	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	taxon_id	serum_label	btv	ehd	study_area	capture_kit	adj_age	age_percentiles	age_by2	age_by1	body_weight	weight_percentiles	weight_5kg	weight_1kg	ss_ligament	lumbar_vert	sacrum	base_of_tail	caudal_vert	max.	b_femoris	l_dorsi	title
12842.13.103	Y	.	alive	3	13.103	11/13/2013	pronghorn feces	TRUE	2126.42	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5	years	pronghorn	adult	Antilocapra americana	White02	N	9891	48.86	kg	42.18119	-108.69	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-103 RDP	N	N	Red desert	13-103 (blood tubes 13-080)	5	3	3	5	48.86	2	2	48	0.5	4	4.5	3.5	3.5	1	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.104	Y	.	alive	3	13.104	11/13/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7.5	years	pronghorn	adult	Antilocapra americana	Green23	Y	9891	50.66	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-104 RDP	N	N	Red desert	13-104	7.5	4	4	7	50.66	3	3	50	1.25	3	2	1.5	1.5	0	12	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.105	Y	.	alive	3	13.105	11/13/2013	pronghorn feces	TRUE	2194.13	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Orange02	Y	9891	50.66	kg	42.22897	-108.782	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-105 RDP	N	N	Red desert	13-105	4	2	2	4	50.66	3	3	50	0	4	4	4	4	2	14	45	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.106	Y	.	alive	3	13.106	11/10/2013	pronghorn feces	TRUE	2027.72	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5.5	years	pronghorn	adult	Antilocapra americana	Yellow12	N	9891	48.96	kg	41.31459	-107.724	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-106 RDP	N	N	Baggs	13-106	5.5	3	3	5	48.96	2	2	48	0.5	4	3.5	3	3	2	15	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.108	Y	.	alive	3	13.108	11/10/2013	pronghorn feces	TRUE	2016.16	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2	years	pronghorn	adult	Antilocapra americana	White03	Y	9891	52.86	kg	41.25679	-107.624	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-108 RDP	N	N	Baggs	13-108	2	1	1	2	52.86	4	3	52	1.25	6.5	3	2.5	2.5	0	14	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.109	N	6/18/14 no notes	non-capture-related morttality	2	13.109	11/11/2013	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	13.109	Y	9891	53.46	kg	41.25679	-107.624	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-109 RDP	N	Positive	Bitter Creek	13-109	7	4	4	7	53.46	4	3	53	0.75	4	4	2.5	2.5	0	13	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.111	Y	.	alive	3	13.111	11/13/2013	pronghorn feces	TRUE	2115.65	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6+	years	pronghorn	adult	Antilocapra americana	Yellow08	Y	9891	46.46	kg	42.12802	-108.699	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-111 RDP	N	N	Red desert	13-111	6	3	3	6	46.46	1	2	46	0	3	3.5	2.5	2.5	0	13	13	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.112	Y	.	alive	3	13.112	11/10/2013	pronghorn feces	TRUE	2016.53	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5	years	pronghorn	adult	Antilocapra americana	Yellow04	Y	9891	48.26	kg	41.28109	-107.615	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-112 RDP	Positive	Positive	Baggs	13-112	5	3	3	5	48.26	2	2	48	0.625	3.5	3.5	3	3	1	10	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.113	Y	.	alive	3	13.113	11/14/2013	pronghorn feces	TRUE	2210.49	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Green08	Y	9891	46.46	kg	42.23735	-108.743	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-113 RDP	N	N	Red desert	13-113	4	2	2	4	46.46	1	2	46	1	3.5	4	2.5	2.5	0	12	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.114	Y	.	non-capture-related morttality	2	13.114	11/10/2013	pronghorn feces	TRUE	2032.79	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	NR	years	pronghorn	adult	Antilocapra americana	Orange09	N	9891	49.06	kg	41.27462	-107.661	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-114 RDP	N	N	Baggs	13-114	NR	NR	NR	NR	49.06	2	2	49	1.25	2.5	3	2	2	0	12	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.115	Y	.	alive	3	13.115	11/14/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3.5	years	pronghorn	adult	Antilocapra americana	Purple05	Y	9891	48.26	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-115 RDP	N	N	Red desert	13-115	3.5	1	2	3	48.26	2	2	48	0	4	4.5	4.5	5	3	14	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.116	Y	.	unk	0	13.116	11/13/2013	pronghorn feces	TRUE	2146.96	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	White25	N	9891	47.16	kg	42.11207	-108.705	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-116 RDP	N	N	Red desert	13-116	4	2	2	4	47.16	2	2	47	0.25	4	4	3.5	3.5	3	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.117	Y	.	alive	3	13.117	11/11/2013	pronghorn feces	TRUE	2023.07	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2.5	years	pronghorn	adult	Antilocapra americana	White18	Y	9891	NR	kg	41.34628	-107.646	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-117 RDP	N	N	Baggs	13-117	2.5	1	2	2	NR	NR	NR	NR	0.375	4	4.5	4.5	4	2	13	42	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.118	Y	.	non-capture-related morttality	2	13.118	11/13/2013	pronghorn feces	TRUE	2168.11	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Orange22	Y	9891	48.46	kg	42.1898	-108.78	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-118 RDP	N	N	Red desert	13-118	4	2	2	4	48.46	2	2	48	1	3.5	3.5	2.5	2.5	0	11	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.119	N	.	alive	3	13.119	11/14/2013	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1.5	years	pronghorn	adult	Antilocapra americana	13.119	Y	9891	44.96	kg	42.1898	-108.78	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-119 RDP	N	N	Baggs	13-119	1.5	1	1	1	44.96	1	1	44	0.375	3	4	4	3.5	4	13	33	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.12	Y	.	unk	0	13.12	11/14/2013	pronghorn feces	TRUE	2140.67	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	White13	Y	9891	51.06	kg	42.17339	-108.732	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-120 RDP	N	N	Red desert	13-120	7	4	4	7	51.06	3	3	51	0.25	4	4	3	3	2	12	44	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.121	Y	.	alive	3	13.121	11/11/2013	pronghorn feces	TRUE	2062.41	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5.5	years	pronghorn	adult	Antilocapra americana	Yellow01	Y	9891	52.16	kg	41.43854	-107.812	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-121 RDP	N	N	Bitter Creek	13-121	5.5	3	3	5	52.16	4	3	52	0.25	4	4	4.5	4.5	3	13	31	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.123	Y	.	non-capture-related mortality	2	13.123	11/11/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2.5	years	pronghorn	adult	Antilocapra americana	Orange17	N	9891	45.06	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-123 RDP	N	N	Baggs	13-123	2.5	1	2	2	45.06	1	2	45	1.25	2	2	2	2	0	10	30	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.124	Y	.	non-capture-related mortality	2	13.124	11/10/2013	pronghorn feces	TRUE	2121.67	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7.5	years	pronghorn	adult	Antilocapra americana	White08	Y	9891	52.06	kg	41.29861	-107.579	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-124 RDP	N	N	Baggs	13-124	7.5	4	4	7	52.06	4	3	52	0.5	3.5	4	3.5	3.5	3	14	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.125	Y	.	alive	3	13.125	11/10/2013	pronghorn feces	TRUE	1996.02	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	White01	Y	9891	58.26	kg	41.33632	-107.658	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-125 RDP	N	N	Baggs	13-125	6	3	3	6	58.26	4	4	58	0	4.5	5.5	5	4.5	7	14	43	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.126	Y	.	non-capture-related mortality	2	13.126	11/13/2013	pronghorn feces	TRUE	2140.22	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5	years	pronghorn	adult	Antilocapra americana	Red19	Y	9891	50.96	kg	42.15835	-108.769	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-126 RDP	Positive	N	Red desert	13-126	5	3	3	5	50.96	3	3	50	0	4	4	4	4	2	12	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.127	Y	.	non-capture-related mortality	2	13.127	11/13/2013	pronghorn feces	TRUE	2181.89	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8	years	pronghorn	adult	Antilocapra americana	Yellow10	Y	9891	49.26	kg	42.21874	-108.773	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-127 RDP	N	N	Red desert	13-127	8	4	4	8	49.26	3	2	49	1	3.5	4	2	2	0	12	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.128	Y	.	non-capture-related mortality	2	13.128	11/10/2013	pronghorn feces	TRUE	2016.68	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5	years	pronghorn	adult	Antilocapra americana	Red21	N	9891	52.96	kg	41.22367	-107.631	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-128 RDP	N	N	Baggs	13-128	5	3	3	5	52.96	4	3	52	0.75	3.5	4	3	3	1	13	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.129	N	.	non-capture-related mortality	2	13.129	11/11/2013	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	NR	years	pronghorn	adult	Antilocapra americana	13.129	Y	9891	50.96	kg	41.22367	-107.631	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-066 RDP	Positive	N	Bitter Creek	13-129	NR	NR	NR	NR	50.96	3	3	50	1	3.5	3.5	2.5	2.5	0	12	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.13	Y	7/29/15 not hers	alive	3	13.13	11/10/2013	pronghorn feces	TRUE	1998.61	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1.5	years	pronghorn	adult	Antilocapra americana	Orange21	Y	9891	41.46	kg	41.3167	-107.751	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-130 RDP	N	Positive	Baggs	13-130	1.5	1	1	1	41.46	1	1	41	0.625	3.5	3	3	3	1	13	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.131	Y	.	alive	3	13.131	11/12/2013	pronghorn feces	TRUE	2130.93	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	2	years	pronghorn	adult	Antilocapra americana	Yellow03	Y	9891	50.96	kg	41.58754	-107.805	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-131 RDP	N	N	Bitter Creek	13-131	2	1	1	2	50.96	3	3	50	0.5	4	4	4	4	2	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.132	Y	6/8/14 no notes	alive	3	13.132	11/12/2013	pronghorn feces	TRUE	2073.58	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	White14	Y	9891	47.46	kg	41.52902	-107.839	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-132 RDP	Positive	N	Bitter Creek	13-132	7	4	4	7	47.46	2	2	47	1	3.5	4	2	2	0	13	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.133	Y	.	alive	3	13.133	11/11/2013	pronghorn feces	TRUE	1994.64	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3.5	years	pronghorn	adult	Antilocapra americana	Orange04	Y	9891	49.06	kg	41.33303	-107.672	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-133 RDP	N	N	Baggs	13-133	3.5	1	2	3	49.06	2	2	49	0	4	4	5	4.5	6	11	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.134	Y	.	capture-related mortality	1	13.134	11/10/2013	pronghorn feces	TRUE	2006.15	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5+	years	pronghorn	adult	Antilocapra americana	Orange20	Y	9891	43.96	kg	41.31614	-107.749	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-134 RDP	N	N	Baggs	13-134	5	3	3	5	43.96	1	1	43	1	3	2.5	2.5	2.5	0	15	31	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.135	Y	.	non-capture-related mortality	2	13.135	11/12/2013	pronghorn feces	TRUE	2103.04	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6.5	years	pronghorn	adult	Antilocapra americana	White06	Y	9891	47.86	kg	41.57976	-107.841	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-135 RDP	N	N	Bitter Creek	13-135	6.5	3	4	6	47.86	2	2	47	1	4	4	3.5	3	0	14	35	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.136	Y	6/8/14 hers	alive	3	13.136	11/12/2013	pronghorn feces	TRUE	2151.34	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	White12	Y	9891	46.46	kg	41.58597	-107.797	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-136 RDP	N	N	Bitter Creek	13-136	6	3	3	6	46.46	1	2	46	1.25	1.5	1.5	1	1	0	11	31	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.137	Y	.	unk	0	13.137	11/11/2013	pronghorn feces	TRUE	2039.4	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3.5	years	pronghorn	adult	Antilocapra americana	Red11	Y	9891	44.96	kg	41.395	-107.823	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-137 RDP	N	N	Bitter Creek	13-137	3.5	1	2	3	44.96	1	1	44	0.75	4	4	3	3	1	13	34	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.138	Y	.	non-capture related mortality	2	13.138	11/14/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	Purple17	Y	9891	47.96	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-138 RDP	N	N	Red desert	13-138	6	3	3	6	47.96	2	2	47	0.75	4	4	3	3	1	11	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.139	Y	.	alive	3	13.139	11/12/2013	pronghorn feces	TRUE	2146.84	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8.5	years	pronghorn	adult	Antilocapra americana	White21	Y	9891	49.66	kg	41.58297	-107.796	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-139 RDP	Positive	N	Bitter Creek	13-139	8.5	4	5	8	49.66	3	2	49	1.5	2	2.5	1	1	0	10	32	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.13.14	Y	7/29/15 hers	alive	3	13.14	11/10/2013	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7.5	years	pronghorn	adult	Antilocapra americana	Purple08	Y	9891	50.96	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	13-140 RDP	N	N	Baggs	13-050 (whirlpack 13-140)	7.5	4	4	7	50.96	3	3	50	0.625	3.5	3.5	3	3	1	13	42	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.004	Y	6/8/14 general area	alive	3	14.004	2/18/2014	pronghorn feces	TRUE	2063.79	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5+	years	pronghorn	adult	Antilocapra americana	Yellow15	Y	9891	49.96	kg	41.53516	-107.863	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-04 RDP	N	N	Bitter Creek	14-004	5	3	3	5	49.96	3	2	49	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.005	Y	.	non-capture-related mortality	2	14.005	2/18/2014	pronghorn feces	TRUE	2043.45	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5+	years	pronghorn	adult	Antilocapra americana	Yellow14	Y	9891	49.66	kg	41.96304	-108.59	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-05 RDP	N	N	Red desert	14-005	5	3	3	5	49.66	3	2	49	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.008	Y	7/22/14 general area	alive	3	14.008	2/18/2014	pronghorn feces	TRUE	2036.77	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4+	years	pronghorn	adult	Antilocapra americana	Yellow25	Y	9891	54.66	kg	41.88243	-108.619	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-08 RDP	N	N	Red desert	14-008	4	2	2	4	54.66	4	3	54	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.011	Y	.	non-capture related mortality	2	14.011	2/18/2014	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple20	Y	9891	52.96	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-11 RDP	N	N	Red desert	14-011	4	2	2	4	52.96	4	3	52	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.018	Y	6/27/14 hers	alive	3	14.018	2/18/2014	pronghorn feces	TRUE	2020.13	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4+	years	pronghorn	adult	Antilocapra americana	Yellow19	Y	9891	51.46	kg	41.25086	-107.639	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-18 RDP	Positive	N	Baggs	14-018	4	2	2	4	51.46	3	3	51	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.021	Y	6/10/14 likley hers	alive	3	14.021	2/18/2014	pronghorn feces	TRUE	2106.32	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	Yellow16	Y	9891	54.96	kg	41.54013	-107.829	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-21 RDP	N	N	Bitter Creek	14-021	7	4	4	7	54.96	4	3	54	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.022	Y	6/18/14 no notes	non-capture-realted mortality	2	14.022	2/18/2014	pronghorn feces	TRUE	2100.84	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4+	years	pronghorn	adult	Antilocapra americana	Yellow23	Y	9891	51.46	kg	41.57988	-107.846	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-22 RDP	N	N	Bitter Creek	14-022	4	2	2	4	51.46	3	3	51	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.024	Y	.	non-capture-related mortality	2	14.024	2/18/2014	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4+	years	pronghorn	adult	Antilocapra americana	Purple19	Y	9891	43.56	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-24 RDP	N	Positive	Red desert	14-024	4	2	2	4	43.56	1	1	43	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.025	Y	6/22/14 no notes	alive	3	14.025	2/18/2014	pronghorn feces	TRUE	2137.3	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6+	years	pronghorn	adult	Antilocapra americana	Yellow18	N	9891	59.46	kg	41.19822	-107.624	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-25 RDP	N	N	Baggs	14-025	6	3	3	6	59.46	4	4	59	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.026	Y	.	alive	3	14.026	2/18/2014	pronghorn feces	TRUE	2095.3	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5+	years	pronghorn	adult	Antilocapra americana	Yellow17	Y	9891	49.96	kg	41.36424	-107.728	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-26 RDP	N	N	Baggs	14-026	5	3	3	5	49.96	3	2	49	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.028	Y	.	non-capture-related mortality	2	14.028	2/18/2014	pronghorn feces	TRUE	2081.87	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6+	years	pronghorn	adult	Antilocapra americana	Yellow22	N	9891	50.56	kg	41.33194	-107.717	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-28 RDP	N	N	Baggs	14-028	6	3	3	6	50.56	3	3	50	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
